code,product_name_en,brands,serving_size,categories_tags,labels,allergens_tags,traces,energy-kcal_value,fat_value_per_100g,saturated_fat_value_per_100g,carbohydrates_value_per_g,sugars_value,proteins_value_per_100g,energy_value,off:food_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_score,off:ecoscore_grade, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts,label,salt_value_in_grams,sodium_value_in_grams,apple,banana,beef,eggs,fish,gelatin,gluten,milk,no_traces,nuts,orange,peach,peanuts,sesame-seeds,soybeans,sulphur-dioxide-and-sulphites
70038642985,Greek nonfat yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,59.0,0.0,0.0,4.12,3.53,10.0,59.0,"milk-and-dairy-products,milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.09,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70322007445,Australian style yogurt,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,128.0,4.85,3.08,15.42,14.1,6.17,128.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70322007469,Australian style yoghurt,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,123.0,4.41,3.08,15.42,14.54,6.17,123.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70322007452,"Aussie creme, australian style yoghurt",Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,128.0,4.41,3.08,15.42,14.98,6.17,128.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70038643890,Nonfat greek yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,80.0,0.0,0.0,11.33,10.0,8.0,80.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52159703004,Organic 100% grassfed yogurt whole milk,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Organic,no_traces,no traces,71.0,4.12,2.35,4.71,4.12,2.94,71.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Organic,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52159703035,100% organic grassfed yogurt whole milk,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Organic,no_traces,no traces,82.0,3.53,2.06,10.0,8.24,2.35,82.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Organic,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52159702991,Organic 100% grassfed yogurt whole milk,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Organic,no_traces,no traces,75.0,3.52,1.98,8.37,7.49,2.64,75.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Organic,0.1,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52159702984,Organic 100% grassfed yogurt whole milk,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Organic,no_traces,no traces,66.0,3.96,2.64,4.41,3.96,3.08,66.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Organic,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42187100296,"Greek nonfat yogurt, vanilla",Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,84.0,0.0,0.0,12.78,12.33,8.37,84.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.09,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41415568648,Indulgent yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,140.0,4.0,2.67,22.67,18.67,3.33,140.0,"milk-and-dairy-products,milk-and-yogurt",c,5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11110904751,Strained plain lowfat greek yogurt,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,75.0,1.98,1.32,4.41,2.64,9.69,75.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71043006540,Lowfat yogurt,Not Known Brand,226.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,93.0,0.88,0.66,17.26,15.49,4.87,93.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.16,0.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71043008612,Yolite fat free yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,47.0,0.0,0.0,7.06,5.29,4.12,47.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.15,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71043006533,Lowfat yogurt,Not Known Brand,226.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,93.0,0.88,0.66,17.26,15.49,4.87,93.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.16,0.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71043008513,Yo lite fat free yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,47.0,0.0,0.0,7.65,5.29,4.12,47.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.15,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71043009053,Greek yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,100.0,1.76,0.88,13.53,11.18,8.24,100.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
742365006081,Whole milk yogurt,Not Known Brand,225.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,76.0,3.56,2.22,6.22,5.78,4.89,76.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
742365006074,"Whole milk yogurt, vanilla",Not Known Brand,225.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,93.0,2.67,1.78,13.33,12.89,4.0,93.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70322106490,Greek yogurt,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,115.0,3.08,1.98,15.42,14.54,7.93,115.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.18,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7078402281,Blended lowfat yogurt,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,106.0,1.1,0.66,19.82,17.18,4.41,106.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.15,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7078402446,Whole milk yogurt,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,70.0,3.08,1.98,6.17,5.73,4.41,70.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36632013743,1.5% milkfat lowfat yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,93.0,1.33,1.0,15.33,14.67,4.67,93.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.16,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470492636,"Original low fat yogurt, french vanilla & cinnamon roll",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,88.0,1.18,0.59,14.71,10.59,3.53,88.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470489780,"Low fat yogurt, berry, strawberry",Not Known Brand,113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,88.0,0.44,0.0,17.7,11.5,2.65,88.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
859776003278,Organic icelandic yogurt,Not Known Brand,142.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Organic,no_traces,no traces,106.0,3.17,2.46,10.56,9.15,9.15,106.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Organic,0.04,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470491059,Whole milk yogurt,Not Known Brand,113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,97.0,3.1,1.77,12.39,9.73,3.54,97.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470490519,Greek fat free yogurt,Not Known Brand,225.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,93.0,0.0,0.0,15.11,12.44,7.56,93.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
857003002070,Non-fat probiotic greek yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,65.0,0.0,0.0,10.0,8.24,6.47,65.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470461557,"Greek yogurt, pineapple",Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,93.0,0.0,0.0,14.67,12.0,7.33,93.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78742065786,Light greek nonfat yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,60.0,0.0,0.0,5.33,4.0,8.0,60.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470461625,Greek fat free yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,67.0,0.0,0.0,9.33,6.0,6.67,67.0,"milk-and-dairy-products,milk-and-yogurt",a,-3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470451084,Low fat yogurt,Not Known Brand,113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,97.0,0.88,0.44,19.47,15.04,2.65,97.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70470451091,Fat free yogurt,Not Known Brand,113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,53.0,0.0,0.0,9.73,6.19,3.54,53.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52159702656,Smooth & creamy organic lowfat yogurt,Not Known Brand,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Organic,no_traces,no traces,53.0,0.88,0.66,6.61,6.61,4.41,53.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Organic,0.16,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49705965825,Greek nonfat yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,67.0,0.0,0.0,9.33,8.67,8.0,67.0,"milk-and-dairy-products,milk-and-yogurt",a,-3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41220965830,Greek nonfat yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,0.0,0.0,11.76,10.59,8.24,82.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.07,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000320174,Lowfat yogurt with crunchy granola,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,140.0,3.33,1.67,21.33,14.67,6.0,140.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.17,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71464018184,"Bolthouse farms, fruit tubes with greek yogurt, blueberry meets raspberry, blueberry meets raspberry",Not Known Brand,57.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,70.0,0.0,0.0,14.04,10.53,3.51,70.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.04,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36632013187,Nonfat yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,47.0,0.0,0.0,8.67,5.33,3.33,47.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11213021720,Smartcarb cultured lowfat yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,41.0,1.18,0.59,2.35,0.59,5.29,41.0,"milk-and-dairy-products,milk-and-yogurt",a,-3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.03,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71464018757,"Kids fruit tubes, fruit purees & nonfat greek yogurt, mango + banana + pineapple",Not Known Brand,57.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,70.0,0.0,0.0,14.04,10.53,3.51,70.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.04,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
890360000457,Yogurt poppers,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,107.0,2.0,0.13,20.67,16.67,3.33,107.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.21,0.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
868543000037,Icelandic yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,71.0,0.0,0.0,8.24,6.47,9.41,71.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.09,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
857283004207,Oats + yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,87.0,3.0,1.67,8.67,4.0,6.67,87.0,"milk-and-dairy-products,milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.02,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
857283004214,Oats + yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,87.0,2.67,1.67,9.33,3.33,6.67,87.0,"milk-and-dairy-products,milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.03,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
857283004221,Oats + yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,80.0,2.0,1.67,8.67,3.33,6.67,80.0,"milk-and-dairy-products,milk-and-yogurt",a,-6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.02,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
857283004191,Oats + yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,87.0,2.0,1.67,9.33,3.33,6.67,87.0,"milk-and-dairy-products,milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.02,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
853694003211,Vanilla greek low fat yogurt,Not Known Brand,135.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,111.0,1.48,0.74,19.26,15.56,5.93,111.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.09,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
853694003228,Low fat greek yogurt,Not Known Brand,135.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,111.0,1.48,0.74,19.26,15.56,5.93,111.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
818290014894,Non-fat greek yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,67.0,0.0,0.0,10.0,4.67,8.0,67.0,"milk-and-dairy-products,milk-and-yogurt",a,-6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
796252880230,"Greek yogurt, honey blueberry",Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,153.0,10.0,6.67,12.67,8.67,3.33,153.0,"milk-and-dairy-products,milk-and-yogurt",c,6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
796252880223,"Mediterranean greek yogurt, honey vanilla",Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,153.0,10.0,6.67,12.67,8.67,3.33,153.0,"milk-and-dairy-products,milk-and-yogurt",c,6.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
742906125073,Greek strained yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",No preservatives,no_traces,no traces,80.0,0.0,0.0,12.67,11.33,7.33,80.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No preservatives,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
725439984867,Nonfat greek yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,80.0,0.0,0.0,11.33,10.67,8.67,80.0,"milk-and-dairy-products,milk-and-yogurt",a,-3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
689544081982,Strained lowfat greek yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,93.0,1.67,1.0,12.0,10.67,8.0,93.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.07,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
687652600620,Whole milk yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,82.0,3.53,2.06,10.0,9.41,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
687652153003,Creme kefir,Not Known Brand,30.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,200.0,20.0,11.67,6.67,6.67,6.67,200.0,"milk-and-dairy-products,milk-and-yogurt",d,13.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.17,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92202002746,Low fat yogurt + peach,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,76.0,0.59,0.59,13.53,12.94,4.12,76.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92202002753,Low fat yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,82.0,0.59,0.59,14.71,12.94,4.12,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92202002739,Low fat yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,82.0,0.59,0.59,14.71,12.94,4.12,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83832048716,100% grass-fed cow yogurt,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,94.0,4.12,2.65,11.76,11.18,2.94,94.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
