code,product_name_en,brands,serving_size,categories_tags,labels,allergens_tags,traces,energy-kcal_value,fat_value_per_100g,saturated_fat_value_per_100g,carbohydrates_value_per_g,sugars_value,proteins_value_per_100g,energy_value,off:food_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_score,off:ecoscore_grade, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts,label,salt_value_in_grams,sodium_value_in_grams,apple,banana,beef,eggs,fish,gelatin,gluten,milk,no_traces,nuts,orange,peach,peanuts,sesame-seeds,soybeans,sulphur-dioxide-and-sulphites
0818290014665,"Mixed Berry Greek Yogurt, Blended",chobani,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts,greek-style-yogurts",,milk,no traces,93.33,1.67,1.0,11.33,9.33,7.33,93.33,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0041303026434,"Strawberry blended lowfat yogurt, strawberry",essential everyday,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,15.29,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0052159701253,Organic Kids' Strawberry Banana Yogurt,stonyfield,99.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","Organic, No GMOs, USDA Organic, Non GMO project",no_traces,no traces,101.0,2.02,1.01,15.15,13.13,5.05,101.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"Organic, No GMOs, USDA Organic, Non GMO project",0.2,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0860149001791,"Vanilla plant-based yogurt, vanilla",lavva,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,93.0,7.33,4.67,6.0,4.0,1.33,93.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0852614006509,Organic Cultured Coconut Vanilla Chamomile yogurt,cocojune,114.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","Organic, USDA Organic",no_traces,no traces,197.0,17.0,15.0,9.0,6.0,2.0,197.0,"milk-and-dairy-products,milk-and-yogurt",d,11.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"Organic, USDA Organic",0.03,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0041303026458,"Blueberry blended lowfat yogurt, blueberry",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,15.29,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0053600000284,"La yogurt, probiotic sabor latino blended lowfat yogurt, papaya",la yogurt,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,112.0,0.88,0.59,21.76,18.82,4.12,112.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.16,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0053600000420,"La yogurt, probiotic lowfat yogurt, strawberry kiwi",la yogurt,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,112.0,0.88,0.59,21.76,19.41,4.12,112.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0036632001047,Lowfat yogurt,dannon,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","No GMOs, Non GMO project",no_traces,no traces,87.0,1.0,0.67,16.67,14.67,3.33,87.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"No GMOs, Non GMO project",0.16,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0815909020451,"Lemon finest yoghurt, lemon",Not Known Brand,127.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Kosher,milk,no traces,134.0,6.3,3.54,16.54,15.75,5.51,134.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Kosher,0.13,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0689544081463,Total lowfat greek strained yogurt with strawberry,fage usa dairy industry  inc.,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,80.0,1.67,1.0,8.67,7.33,8.0,80.0,"milk-and-dairy-products,milk-and-yogurt",a,-3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0855088005238,"Unsweetened plain whole milk greek yogurt, unsweetened, plain",maple hill creamery,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts,greek-style-yogurts",,milk,no traces,88.0,4.12,2.06,5.29,4.71,8.82,88.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0854074006044,Skyr,icelandic provisions,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","No gluten, No artificial flavors, No preservatives",milk,no traces,86.67,1.33,0.67,10.0,6.67,10.0,86.67,"milk-and-dairy-products,milk-and-yogurt",a,-3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"No gluten, No artificial flavors, No preservatives",0.08,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0036632001122,Peach yogurt,dannon,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,87.0,1.0,0.67,17.33,14.67,3.33,87.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0070470001296,Yoplait Whips yogurt orange creme,yoplait,113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,140.0,2.0,1.5,25.0,22.0,5.0,140.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.2,0.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0070470504841,Yoplait Blackberry Pomegranate Yogurt,yoplait,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,88.0,1.18,0.59,15.29,11.18,3.53,88.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0070470455785,Yoplait Greek 100 Protein Blueberry Fat Free Yogurt,yoplait,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,67.0,0.0,0.0,7.33,4.67,9.33,67.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0070470433332,Yoplait Greek 100 Protein Peach Fat Free Yogurt,yoplait,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,67.0,0.0,0.0,7.33,4.67,9.33,67.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.09,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0070470435794,Yoplait Greek 100 Protein Black Cherry Fat Free Yogurt,yoplait,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,67.0,0.0,0.0,7.33,4.67,9.33,67.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.09,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800454903,"Vanilla blended lowfat yogurt, vanilla",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,14.71,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800454897,"Lemon blended lowfat yogurt, lemon",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,15.88,11.18,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800454880,"Key lime pie blended lowfat yogurt, key lime pie",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,14.71,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.15,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036632039057,Two good Black cherry flavored greek yogurt,Not Known Brand,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,53.0,1.33,0.67,2.0,1.33,8.0,53.0,"milk-and-dairy-products,milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.06,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800159402,FOOD CLUB / LF / STRAWBERRY/ 32 OZ,Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,15.29,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800144248,"Strawberry banana blended lowfat yogurt, strawberry banana",food club,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,14.71,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800144194,"Blueberry blended lowfat yogurt, blueberry",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,14.71,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800144231,"Strawberry blended lowfat yogurt, strawberry",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,15.29,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800144200,"Cherry blended lowfat yogurt, cherry",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,14.71,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800144224,"Raspberry blended lowfat yogurt, raspberry",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,14.71,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.15,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036800392267,"Orange cream blended lowfat yogurt, orange cream",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,82.0,1.18,0.59,14.71,10.59,3.53,82.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036632026316,"Probiotic yogurt with bifidus, vanilla","dannon,  the dannon company  inc., activia",113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,53.0,0.0,0.0,8.85,5.31,3.54,53.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.16,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0853923002305,NOOSA /  MANGO / 8 OZ,noosa,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,123.0,4.85,2.64,15.42,13.66,5.29,123.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0853923002206,NOOSA / BLUEBERRY/ 8OZ,noosa,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,123.0,4.85,2.64,14.98,13.66,5.29,123.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0853923002909,NOOSA / TART CHERRY / 8OZ,noosa,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,123.0,4.85,2.64,15.42,13.66,5.29,123.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0815909020086,"Finest yoghurt, strawberry","noosa,  noosa yoghurt  llc",227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,123.0,4.85,3.08,14.98,13.66,4.85,123.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.13,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036632002624,Nonfat yogurt light and fit,dannon,225.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,49.0,0.0,0.0,8.44,5.33,3.11,49.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036632026354,Activia Black cherry 4pk,"dannon, activia",113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,80.0,1.33,0.88,13.27,10.62,3.54,80.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0043192104408,Organic plain probiotic nonfat yogurt,nancy's,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",Organic,milk,no traces,41.0,0.0,0.0,5.29,4.71,5.29,41.0,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,Organic,0.17,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0070470438269,Yoplait Kids Raspberry/Strawberry Banana Variety Pack 8 Count,yoplait,113.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,88.0,0.44,0.0,18.58,13.27,2.65,88.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0053600000550,"La yogurt, light probiotic blended non-fat yogurt, strawberry",la yogurt,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,53.0,0.0,0.0,8.82,7.06,3.53,53.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0053600000581,"La yogurt, light probiotic blended nonfat yogurt, blueberry",la yogurt,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,53.0,0.0,0.0,9.41,7.06,3.53,53.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0053600000727,"La yogurt, probiotic blended lowfat yogurt, peach",la yogurt,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,106.0,0.88,0.59,19.41,17.06,4.12,106.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.15,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0053600000697,"La yogurt, rich & creamy probiotic formula blended lowfat yogurt, strawberry",la yogurt,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,106.0,0.88,0.59,20.0,17.06,4.12,106.0,"milk-and-dairy-products,milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.15,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0053600000703,"La yogurt, probiotic blended lowfat yogurt, vanilla",la yogurt,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,112.0,0.88,0.59,20.59,18.24,4.12,112.0,"milk-and-dairy-products,milk-and-yogurt",c,3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.16,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0070470496542,Black cherry french style yogurt,yoplait,141.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","No GMOs, Non GMO project",no_traces,no traces,113.48,4.96,3.55,13.48,10.64,3.55,113.48,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"No GMOs, Non GMO project",0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0052159701116,Organic Whole Milk Strawberry Beet Berry,stonyfield,99.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts,whole-milk-yogurts","Organic, No GMOs, USDA Organic, Non GMO project",no_traces,no traces,101.0,3.03,2.02,12.12,9.09,5.05,101.0,"milk-and-dairy-products,milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"Organic, No GMOs, USDA Organic, Non GMO project",0.2,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0894700010106,"Low-fat greek yogurt with pineapple on the bottom, pineapple",chobani,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,87.0,1.67,1.0,11.33,9.33,7.33,87.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.08,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0894700010021,Non-Fat Greek Yogurt,chobani,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts,greek-style-yogurts",,no_traces,no traces,73.33,0.0,0.0,10.0,9.33,8.0,73.33,"milk-and-dairy-products,milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.09,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0744473000470,Yogurt alternative,so delicious,150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,87.0,2.67,2.33,15.33,10.67,0.67,87.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.05,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0043192701416,Probiotic Greek Yogurt,nancy's,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts,greek-style-yogurts","Organic, No GMOs, Non GMO project",milk,no traces,70.59,0.0,0.0,4.71,4.12,12.94,70.59,"milk-and-dairy-products,milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"Organic, No GMOs, Non GMO project",0.08,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0088194340034,Whole milkyogurt,"brown cow,  brown cow farm",150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","No GMOs, Non GMO project",no_traces,no traces,107.0,3.33,2.0,16.67,14.67,2.67,107.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"No GMOs, Non GMO project",0.11,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0088194340096,Cream top whole milk yogurt,"brown cow,  brown cow farm",150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","No GMOs, Non GMO project",no_traces,no traces,107.0,3.33,2.0,16.67,15.33,2.67,107.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"No GMOs, Non GMO project",0.11,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0043192103012,"Nancy's, nonfat yogurt, vanilla","nancy's,  springfield creamery inc.",226.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",No gluten,milk,no traces,75.0,0.0,0.0,13.27,13.27,4.87,75.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No gluten,0.16,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0070470496474,French style yogurt,yoplait,141.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","No gluten, Kosher",no_traces,no traces,113.0,4.96,3.19,12.77,10.64,3.55,113.0,"milk-and-dairy-products,milk-and-yogurt",c,4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"No gluten, Kosher",0.14,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0081312300002,"Green valley organics, grade a low fat yogurt, plain",green valley organics,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts,low-fat-yogurts","Organic, No lactose",no_traces,no traces,59.0,1.47,0.88,6.47,4.71,4.71,59.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"Organic, No lactose",0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0036632013149,Nonfat yogurt,"dannon,  the dannon company  inc.",150.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts","No artificial flavors, No preservatives",no_traces,no traces,47.0,0.0,0.0,8.67,5.33,3.33,47.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,"No artificial flavors, No preservatives",0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0011433119733,Homestyle dahi,deep,227.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,milk,no traces,48.0,1.54,1.1,4.85,3.52,3.52,48.0,"milk-and-dairy-products,milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.11,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0041303026311,"Strawberry banana nonfat yogurt, strawberry banana",Not Known Brand,170.0,"dairies,fermented-foods,fermented-milk-products,desserts,dairy-desserts,fermented-dairy-desserts,yogurts",,no_traces,no traces,53.0,0.0,0.0,9.41,5.88,2.94,53.0,"milk-and-dairy-products,milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes,No Label,0.12,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
