code,product_name_en,brands,brands_tags,quantity,serving_size,categories_tags,labels,labels_tags,countries_tags,origins,origins_tags,manufacturing_places,emb_codes,allergens,allergens_tags,traces,traces_tags,energy-kcal_unit,energy-kcal_value,no_nutrition_data,nutrition_data_per,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,sugars_value,carbohydrates_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_score,off:ecoscore_grade, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts
0070470200156,Cultured Creme,haagen dazs,haagen-dazs,,1 container (113 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:brand-name",No gluten,en:no-gluten,en:united-states,,,,,Milk,en:milk,,,kcal,190.0,,serving,11.0,g,7.0,g,20.0,17.0,g,4.0,g,0.1375,g,0.055,g,795.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",d,11.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0851035003326,Frozen greek yogurt bars,yasso,yasso,,1 bar (65 g),"en:desserts,en:frozen-foods,en:frozen-desserts",,,en:united-states,,,,,"Milk, Soybeans","en:milk,en:soybeans",,,kcal,100.1,,serving,2.002,g,1.502,g,16.003,13.0,g,4.9985,g,0.1495,g,0.0598,g,419.0,kJ,,,c,4.0,,unknown,No,No,No,No,No,No
0818290014665,"Mixed Berry Greek Yogurt, Blended",chobani,chobani,,1 CONTAINER (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,93.333333333333,,100g,1.6666666666667,g,1.0,g,11.333333333333,9.3333333333333,g,7.3333333333333,g,0.125,g,0.05,g,93.333333333333,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
8718166007635,Protein Mango Pouch Yogurt,arla,arla,200 g,1 serving (100 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,"en:finland,en:united-states",,,,,,,,,kcal,71.0,,serving,0.6,g,0.4,g,5.5,5.2,g,10.0,g,0.11,g,0.044,g,297.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,No,No,No,No,No,No
0818290010735,S’more s’mores flip greek yogurt,chobani,chobani,128g,1 pot (128 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts","Aromas naturales, Manteca de cacao pura","en:natural-flavors,en:pure-cocoa-butter",en:united-states,,,,,"Gluten, Leche","en:gluten,en:milk",,,kcal,150.0,,serving,3.5,g,2.0,g,21.0,19.0,g,9.0,g,0.1625,g,0.065,g,628.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,57.0,c,No,No,No,No,No,No
0818562022350,Probiotic Yogurt Gummy,happy days,happy-days,,1.0 pouch (18.0 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,"Gelatin, Milk","en:gelatin,en:milk",,,kcal,60.0,,serving,0.0,g,,,15.0,11.0,g,1.0,g,0.0125,g,0.005,g,60.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",d,14.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0016000223691,Yogurt toppers,nature valley,nature-valley,,0g,en:snacks,,,en:united-states,,,,,"Nuts, Soybeans","en:nuts,en:soybeans",,,,,,100g,,,,,,,,,,,,,,,,,,c,7.0,,unknown,No,No,No,No,No,No
0818290013859,Layered Greek Yogurt Raspberry Lemonade,"chobani,  chobani  llc","chobani,chobani-llc",,1 container (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,130.0,,serving,2.5,g,1.5,g,16.0,15.0,g,11.0,g,0.125,g,0.05,g,544.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0078742050416,Greek nonfat yogurt,wal-mart stores  inc.,wal-mart-stores-inc,,1 portion (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",No gluten,en:no-gluten,en:united-states,,,,,,,,,kcal,130.0,,serving,0.0,g,0.0,g,21.0,19.0,g,12.0,g,0.1375,g,0.055,g,544.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0818290019387,Greek yogurt drink Strawberry,chobani,chobani,,7.0 oz (198.4465 g),en:dairies,,,en:united-states,,,,,,,,,kcal,150.0,,serving,3.5,g,2.5,g,18.0,16.0,g,10.0,g,0.2125,g,0.085,g,150.0,kcal,,,a,-1.0,,unknown,No,No,No,No,No,No
0036632019622,Oikos Triple Zero Greek Yogurt Mixed Berry 4pk,dannon,dannon,,150 g,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts","No gluten, No GMOs, Non GMO project","en:no-gluten,en:no-gmos,en:non-gmo-project",en:united-states,,,,,,,,,kcal,90.0,,serving,0.0,g,0.0,g,7.0,5.0,g,15.0,g,0.15,g,0.06,g,377.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0070470003030,Original low fat yogurt,yoplait,yoplait,,1 container (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,140.0,,serving,1.5,g,1.0,g,27.0,19.0,g,5.0,g,0.225,g,0.09,g,586.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
4099100045680,Whole Milk Vanilla Yogurt,simply nature,simply-nature,32 oz,1 portion (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:whole-milk-yogurts","Organic, USDA Organic","en:organic,en:usda-organic",en:united-states,,,,,Milk,en:milk,,,kcal,160.000000002,,serving,5.0,g,2.5,g,14.0,13.0,g,15.0,g,0.125,g,0.05,g,669.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0092145336014,Greek Nonfat Yogurt,kalypso,kalypso,,1 portion (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,,en:united-states,,,,,,,,,kcal,140.0,,serving,5.0,g,3.5,g,17.0,15.0,g,13.0,g,0.1375,g,0.055,g,586.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0096619483556,Organic Greek Yogurt,kirkland,kirkland,1.36 kg (48oz),1 portion (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts","No gluten, Organic, No artificial flavors, USDA Organic","en:no-gluten,en:organic,en:no-artificial-flavors,en:usda-organic","en:mexico,en:spain,en:united-states,en:francia",,,,,Milk,en:milk,,,kcal,100.0,,serving,0.0,g,,,7.0,4.0,g,18.0,g,0.1625,g,0.065,g,418.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0078742065762,Greek yogurt,great value,great-value,32 oz,1 serving (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,,"en:france,en:united-states",,,,,,,,,kcal,140.0,,serving,6.0,g,4.0,g,7.0,6.0,g,16.00000000003,g,0.1875,g,0.075,g,586.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0041303026434,"Strawberry blended lowfat yogurt, strawberry",essential everyday,essential-everyday,,2/3 cup (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,82.0,,100g,1.18,g,0.59,g,15.29,10.59,g,3.53,g,140.0,mg,56.0,mg,82.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0046675013266,Vanilla lowfat yogurt with snickers pieces,yocrunch,yocrunch,,1 cup (113 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,"Eggs, Milk, Peanuts, Soybeans","en:eggs,en:milk,en:peanuts,en:soybeans",,,kcal,71.0,,100g,0.88,g,0.44,g,13.27,10.62,g,2.65,g,155.0,mg,62.0,mg,71.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,57.0,c,Yes,Yes,Yes,Yes,Yes,Yes
0673513041503,Handcrafted potato chips wild onion and yogurt,hardbite,hardbite,150 g,50 g,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",No cholesterol,en:no-cholesterol,en:united-states,,,,,,,,,kcal,240.0,,serving,12.0,g,1.5,g,30.0,4.0,g,5.0,g,0.5,g,0.2,g,240.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",d,12.0,,unknown,No,No,No,No,No,No
0851587003010,Organic Greek Low-fat Yogurt,green mountain creamery,green-mountain-creamery,,170 g,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts","Organic, USDA Organic, No lactose","en:organic,en:usda-organic,en:no-lactose",en:united-states,,,,,Milk,en:milk,,,kcal,70.58824,,100g,2.05882,g,1.47059,g,4.11765,2.94118,g,9.41176,g,0.10294,g,0.041176,g,70.58824,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0036632042637,Oikos vanilla yogurt,oikos,oikos,907 g,0.75 cup (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts,en:2-milkfat-fortified-yogurt",,,en:united-states,,,,,Milk,en:milk,,,kcal,160.0,,serving,3.0,g,0.5,g,9.0,4.0,g,23.0,g,0.1375,g,0.055,g,669.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
4099100150698,Nonfat Greek Yogurt - Mixed Berry Blend,friendly farms,friendly-farms,5.3 oz (150g),1 container (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts,en:low-fat-yogurts",,,en:united-states,,,,,,,,,kcal,100.000000005,,serving,0.0,g,,,10.0,7.0,g,13.0,g,0.15,g,0.06,g,418.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0894700010014,Plain Nonfat Greek Yogurt,chobani,chobani,5.3 oz,1 container (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,,"en:australia,en:united-states",,,,,,,,,kcal,80.0,,serving,0.0,g,,,6.0,4.005,g,14.0,g,0.13875,g,0.0555,g,335.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0039045393952,Creamy caesar real yogurt salad dressing,kühne,kuhne,,2 c. à soupe (30 ml),"en:condiments,en:sauces,en:salad-dressings,en:groceries",No preservatives,en:no-preservatives,en:united-states,,,,,"Eggs, Milk","en:eggs,en:milk",,,kcal,50.0,,serving,4.0,g,0.3,g,3.0,2.0,g,1.0,g,0.6,g,0.24,g,209.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",d,11.0,37.0,d,No,No,No,No,No,No
0689544083023,2% milk lowfat greek strained yogurt,fage,fage,32 oz.,170 g,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts,en:low-fat-yogurts",,,en:united-states,United States,en:united-states,,,Milk,en:milk,,,kcal,70.588,,100g,2.058,g,1.471,g,2.941,2.941,g,10.0,g,0.0808825,g,0.032353,g,70.588,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,80.0,a,Yes,Yes,Yes,Yes,Yes,Yes
0078355580003,Probiotic Style Nonfat Greek Yogurt,"the greek gods,  the hain celestial group  inc.","the-greek-gods,the-hain-celestial-group-inc",,1 portion (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,,en:united-states,,,,,,,,,kcal,90.0,,serving,0.0,g,0.0,g,13.0,11.0,g,9.0,g,0.325,g,0.13,g,377.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0072830030052,Oregon Strawberry Yogurt,tillamook,tillamook,32 oz,0.75 cup (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,140.0,,serving,2.0,g,1.5,g,24.0,16.0,g,6.0,g,0.1625,g,0.065,g,586.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0855088005337,"Unsweetened plain kefir cultured whole milk, unsweetened plain",maple hill creamery,maple-hill-creamery,32 oz,8 OZA (243 g),"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:kefir",No gluten,en:no-gluten,en:united-states,,,,,Milk,en:milk,,,kcal,74.0,,100g,4.53,g,2.88,g,4.53,4.53,g,3.7,g,122.5,mg,49.0,mg,74.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",e,16.0,17.0,e,Yes,Yes,Yes,Yes,Yes,Yes
0894700010045,Strawberry on the Bottom Nonfat Greek Yogurt,chobani,chobani,150 grams,1 serving (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,,en:united-states,,,,,,,,,kcal,110.0,,serving,0.0,g,,,15.0,0.742,g,11.0,g,0.0072875,g,0.002915,g,110.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0859982007039,Mixed Berry,pillars,pillars,12 fl oz (355 ml),12 fl oz (355 g),"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts,en:greek-style-yogurts","No gluten, Kosher, No added sugar, Orthodox Union Kosher","en:no-gluten,en:kosher,en:no-added-sugar,en:orthodox-union-kosher",en:united-states,,,,,,,,,kcal,100.0,,serving,0.0,g,0.0,g,8.0,4.0,g,20.0,g,175.0,mg,70.0,mg,100.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",c,2.0,25.0,d,Yes,Yes,Yes,Yes,Yes,Yes
9310653102626,Natural Light Greek Yogurt,chobani,chobani,Tub,1 serving (160 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts","No preservatives, Australian made, Health Star Rating, Health Star Rating 5","en:no-preservatives,en:australian-made,en:health-star-rating,en:health-star-rating-5","en:australia,en:france,en:united-states",,,,,Milk,en:milk,,,kcal,89.0,,serving,3.0,g,0.2,g,6.4,5.3,g,14.9,g,0.1275,g,0.051,g,372.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-5.0,72.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0859982007305,Pillars Drinkable Greek Yogurt Mango,pillars,pillars,32 ounces,1 portion (240 ml),"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:kefir",No added sugar,en:no-added-sugar,en:united-states,,,,,,,,,kcal,70.0,,serving,0.0,g,0.0,g,6.0,3.0,g,15.0,g,0.125,g,0.05,g,293.0,kJ,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",c,2.0,,unknown,Yes,No,Yes,No,No,No
0084587058500,Reduced Fat Plain Greek Yogurt,odyssey,odyssey,24oz (680g),170g,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts,en:greek-style-yogurts,en:plain-greek-style-yogurts",,,en:united-states,,,,,Milk,en:milk,,,kcal,130.0,,serving,3.5,g,2.5,g,6.0,2.0,g,14.0,g,0.2125,g,0.085,g,130.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-4.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
5060360507538,GetProDrink 25G Strawberry Flavour,"getpro,danone","getpro,danone",300 g,300 g,"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts","Vegetarian, Certified B Corporation","en:vegetarian,en:certified-b-corporation","en:united-kingdom,en:united-states",,,,ES 15.00181/V EC,Milk,en:milk,Gluten,en:gluten,kcal,177.0,,serving,1.2,g,0.6,g,16.2,15.6,g,24.9,g,0.51,g,0.204,g,753.0,kJ,en:artificially-sweetened-beverages,"en:beverages,en:artificially-sweetened-beverages",e,13.0,18.0,e,Yes,Yes,Yes,Yes,Yes,Yes
0894700010434,Greek Yogurt whole Milk,chobani,chobani,907g (32 OZ),1 serving (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts,en:whole-milk-yogurts,es:yogurt-de-leche-entera-estilo-griego,es:yogurt-estilo-griego","Fair trade, No artificial flavors, No preservatives","en:fair-trade,en:no-artificial-flavors,en:no-preservatives","en:united-states,es:mŕxico",,,,,Milk,en:milk,,,kcal,170.0,,serving,8.993,g,4.998,g,7.004,6.001,g,14.994,g,0.150025,g,0.06001,g,711.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0818290017710,Strawberry Cream Yogurt Drink,chobani complete,chobani-complete,,1 serving (296 ml),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",No lactose,en:no-lactose,en:united-states,,,,,,,,,kcal,170.0,,serving,2.5,g,1.5,g,16.0,12.0,g,20.0,g,0.2875,g,0.115,g,711.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0052159701253,Organic Kids' Strawberry Banana Yogurt,stonyfield,stonyfield,,1 POUCH (99 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Organic, No GMOs, USDA Organic, Non GMO project","en:organic,en:no-gmos,en:usda-organic,en:non-gmo-project",en:united-states,,,,,,,,,kcal,101.0,,100g,2.02,g,1.01,g,15.15,13.13,g,5.05,g,202.5,mg,81.0,mg,101.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,0.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
00782128,Trader joes yougart,trader joes,trader-joes,,1 portion (113 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,en:united-states,,,,,,,,,kcal,140.0,,serving,6.0,g,3.5,g,18.0,16.0,g,4.0,g,0.1375,g,0.055,g,586.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",c,5.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0850003023151,Plain organic dairy-free coconut yogurt alternative,harmless harvest,harmless-harvest,,1 serving (125 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Fair trade, Organic","en:fair-trade,en:organic",en:united-states,,,,,,,,,kcal,60.0,,serving,3.0,g,2.5,g,9.0,1.0,g,1.0,g,0.025,g,0.01,g,251.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-2.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
45208812,Yakult,yakult usa inc,yakult-usa-inc,2.7 FL OZ (80mL),1 bottle (80 mL),"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks","Low or no fat, No gluten, No cholesterol, No fat","en:low-or-no-fat,en:no-gluten,en:no-cholesterol,en:no-fat",en:united-states,,,,,Milk,en:milk,,,kcal,50.0,,serving,0.0,g,0.0,g,12.0,10.0,g,1.0,g,0.0375,g,0.015,g,50.0,kcal,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",e,18.0,22.0,d,Yes,Yes,Yes,Yes,Yes,Yes
0699235001007,Yakult,yakult usa inc.,yakult-usa-inc,5 x 2.7 FL OZ (80mL),1 bottle (80mL),"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts","Low or no fat, No gluten, No cholesterol, No fat, Gluten","en:low-or-no-fat,en:no-gluten,en:no-cholesterol,en:no-fat,en:gluten",en:united-states,,,,,Milk,en:milk,,,kcal,50.0,,serving,0.0,g,0.0,g,12.0,10.0,g,1.0,g,0.0476,g,0.01904,g,50.0,kcal,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",e,18.0,18.0,e,Yes,Yes,Yes,Yes,Yes,Yes
0784830004406,"Vanilla whole milk organic greek yogurt, vanilla",strauss,strauss,,0.75 cup (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",Organic,en:organic,en:united-states,,,,,Milk,en:milk,,,kcal,220.0,,serving,6.0,g,5.0,g,23.0,13.0,g,17.0,g,0.0875,g,0.035,g,920.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-1.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0851035003227,Frozen greek yogurt,yasso,yasso,,1 bar (65 g),"en:desserts,en:frozen-foods,en:frozen-desserts",No gluten,en:no-gluten,en:united-states,,,,,"Milk, Soybeans","en:milk,en:soybeans",,,kcal,80.000000003,,serving,0.0,g,,,15.000000001,12.0,g,5.0,g,0.1375,g,0.055,g,335.0,kJ,,,b,0.0,,unknown,No,No,No,No,No,No
0894700010137,Nonfat Greek Yogurt,chobani,chobani,32 OZ,1 serving (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",Fair trade,en:fair-trade,en:united-states,,,New York; Idaho; Australia,,Cultured nonfat milk,en:cultured-nonfat-milk,,,kcal,89.93,,serving,0.0,g,0.0,g,6.001,6.001,g,15.997,g,0.16235,g,0.06494,g,376.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-5.0,73.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0036632039200,Two Good Vanilla Yogurt,,,,,en:two-good-yogurt,"No gluten, Kosher","en:no-gluten,en:kosher",en:united-states,,,,,,,,,kcal,52.941176470588,,100g,1.1764705882353,g,0.88235294117647,g,2.3529411764706,1.1764705882353,g,7.6470588235294,g,0.058823529411765,g,0.023529411764706,g,52.941176470588,kcal,,,a,-4.0,,unknown,No,No,No,No,No,No
0818290010476,"Non Fat Greek Yogurt, Vanilla Blended","chobani,  chobani  inc.","chobani,chobani-inc",40 oz,0.75 cup (170 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:vanilla-yogurt,en:greek-style-yogurts",Fair trade,en:fair-trade,en:united-states,,,,,,,,,kcal,130.0,,serving,0.0,g,0.0,g,17.0,16.0,g,14.0,g,0.15,g,0.06,g,544.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",a,-3.0,67.0,b,Yes,Yes,Yes,Yes,Yes,Yes
0078742113166,Original strawberry lowfat yogurt,great value,great-value,,1 CONTAINER (150 g),"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:flavoured-fermented-dairy-desserts,en:flavoured-yogurts",Kosher,en:kosher,en:united-states,,,,,,,,,kcal,80.0,,100g,0.67,g,0.33,g,15.33,12.67,g,2.67,g,117.5,mg,47.0,mg,80.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",b,1.0,73.0,b,Yes,Yes,Yes,Yes,Yes,Yes
